"","X","Y","cluster"
"1",32.5161537784007,-15.114476497151,"1"
"2",-4.68318446506175,-9.24750646344742,"7"
"3",-3.40026116045299,0.533862384089846,"7"
"4",16.7153738105201,-2.74236525984128,"1"
"5",-21.0484551662677,-31.1315649803902,"2"
"6",8.26968896508509,10.2921325364559,"7"
"7",8.26631234430263,10.2595753534488,"7"
"8",-20.9790812887005,-9.74879577526495,"8"
"9",37.4048959551462,4.31343726281802,"1"
"10",16.3774978170567,-32.5882424885134,"4"
"11",36.3681376672471,4.62145100720348,"1"
"12",17.0047978448693,-18.3920112954151,"4"
"13",13.8051662183799,-14.6786227377262,"4"
"14",13.7875844964914,-14.6938476062308,"4"
"15",-5.59041909550874,30.9789123188503,"3"
"16",13.0163900083327,-0.591341447434165,"7"
"17",-4.25554991418894,5.74909374752519,"7"
"18",26.2952262340435,-26.241973078192,"4"
"19",17.2997102267782,-5.50335270295111,"1"
"20",-21.7703908728697,12.4415860492312,"5"
"21",20.2605499914835,22.0470365073263,"6"
"22",38.0897527192686,3.93335950190092,"1"
"23",5.74788020371448,-20.6659328800186,"4"
"24",7.31118627756231,-24.7544515060623,"4"
"25",32.4023278055691,-16.7245527779893,"1"
"26",17.336906299635,1.49624620959688,"1"
"27",23.8926078992641,10.2877006876139,"6"
"28",-8.83753114076114,32.6566770849544,"3"
"29",14.0985857651471,-16.4418488624752,"4"
"30",31.5981439748595,-16.0923029894639,"1"
"31",30.3119123014734,-12.1569305825836,"1"
"32",11.4945909914548,8.70280533163077,"6"
"33",34.1305472474382,-12.5750312439179,"1"
"34",10.7629321980704,-7.53160623509545,"7"
"35",18.6702181656086,-8.23554310357179,"1"
"36",-5.56208894614684,0.0162905916414407,"7"
"37",33.2068180265478,-17.0090936154808,"1"
"38",-25.035059005065,-25.1313825365174,"2"
"39",14.3842166884424,-16.6697258414406,"4"
"40",14.2197896389053,18.180979548179,"6"
"41",39.3921577912923,2.76146714352895,"1"
"42",9.87896623286441,9.65467554997463,"7"
"43",2.08974186784592,43.4821980390411,"3"
"44",30.6257975956956,-12.4898830018885,"1"
"45",29.174149398824,19.8994333535988,"6"
"46",13.7581730589098,-16.2308295170102,"4"
"47",-6.94155723645076,34.5214722315071,"3"
"48",-10.8787356612388,-19.2456789521523,"2"
"49",36.5156956841537,-14.6936801140383,"1"
"50",22.2899161566104,-11.8640947928315,"1"
"51",8.79397542749807,9.00387588746634,"7"
"52",-16.3617817557565,16.079349158943,"5"
"53",4.58339935979857,9.88464801422973,"7"
"54",8.29197341848841,33.4718811906427,"3"
"55",35.5304301945499,-14.0323675450994,"1"
"56",9.19908887279086,10.0914490479987,"7"
"57",-30.9478713437501,22.2387375945349,"5"
"58",-0.119798574931929,2.24158706948536,"7"
"59",10.0899976826984,10.2351287096361,"6"
"60",2.84233778380911,-23.4967393581426,"4"
"61",-6.25175131280634,31.9381715514643,"3"
"62",22.1596972436137,12.060200145242,"6"
"63",-13.1339927880888,-8.07129456787912,"2"
